bookID,specialist_rating,reader_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,age
1886,5.31,6.51,375814248,9780375814242,eng,146,328542,4733,9/10/2002,Alfred A. Knopf,16+
1887,5.31,3.83,375814256,9780375814259,eng,224,46753,1672,2/12/2002,Knopf Books for Young Readers,16+
1888,5.52,6.85,140055770,9780140055771,eng,208,8170,620,5/1/1986,Penguin (Non-Classics),16+
1889,6.02,4.8,375822070,9780375822070,eng,96,83723,2503,6/11/2002,Knopf Books for Young Readers,16+
1890,3.39,5.86,140568190,9780140568196,eng,32,17232,713,11/29/2001,Puffin,16+
1891,4.28,6.03,1577314808,9781577314806,eng,229,159883,7012,8/19/2004,New World Library,16+
1892,5.27,5.5,1587671565,9781587671562,eng,97,67,8,10/1/2006,Cemetery Dance Publications,16+
1893,4.82,5.27,074344017X,9780743440172,eng,311,7,0,4/7/2003,Pocket Books,16+
1894,5.51,4.86,316925284,9780316925280,eng,353,27674,2030,2/2/1998,Back Bay Books,16+
1895,5.42,4.82,316010766,9780316010764,eng,329,10633,701,8/30/2005,Back Bay Books,16+
1896,4.99,5.29,316156116,9780316156110,eng,343,32876,2406,12/13/2005,Little  Brown and Company,16+
1897,5.94,5.46,034911188X,9780349111889,eng,273,18335,1155,4/1/2000,Abacus,16+
1898,5.83,4.76,1580402518,9781580402514,eng,301,33,4,10/15/2006,American Diabetes Association,16+
1899,4.16,4.75,71428488,9780071428484,eng,228,297,33,9/17/2003,McGraw-Hill Education,16+
1900,5.97,5.65,764119729,9780764119729,eng,392,23,2,1/1/2003,Barrons Educational Series,16+
1901,3.21,5.41,684857081,9780684857084,eng,512,5305,341,4/4/1999,Simon  Schuster,16+
1902,6.17,5.39,340822783,9780340822784,eng,529,6985,957,2/21/2005,Sceptre,16+
1903,5.31,5.56,385336950,9780385336956,en-GB,368,1748,260,8/1/2004,Dial Press,16+
1904,4.26,5.33,345476638,9780345476630,eng,311,234,77,1/31/2006,Ballantine Books,16+
1905,5.12,4.79,452276969,9780452276963,eng,336,308,20,4/1/1999,Plume,16+
1906,6.07,5.09,764134280,9780764134289,eng,480,34,6,11/1/2006,Barrons Educational Series,16+
1907,4.86,5.9,375724508,9780375724503,eng,426,20880,1728,10/9/2001,Vintage,16+
1908,5.42,4.9,748702555,9780748702558,eng,288,179,4,1/1/1993,Nelson Thornes Ltd,16+
1909,6.07,5.38,743484185,9780743484183,eng,480,11676,341,6/1/2004,Simon & Schuster,16+
1910,5.28,5.91,451212924,9780451212924,eng,368,4208,298,9/7/2004,Berkley Books,16+
1911,3.67,4.24,312966091,9780312966096,eng,321,125114,2883,7/15/1998,St. Martin's Press,16+
1912,3.6,3.76,60598875,9780060598877,eng,234,11968,387,7/25/2006,HarperTorch,16+
1913,6.04,4.72,60598824,9780060598822,eng,219,12152,449,11/29/2005,HarperTorch,16+
1914,5.15,4.82,743216393,9780743216395,eng,1016,2983,168,4/26/2001,Scribner,16+
1915,5.43,6.11,312976275,9780312976279,eng,336,108961,2082,6/15/2001,St. Martin's Paperbacks,16+
1916,4.7,5.46,385494246,9780385494243,eng,208,35998,2445,11/2/1999,Anchor Books/Knopf Doubleday Publishing Group,16+
1917,5.08,3.56,1400016088,9781400016082,eng,288,6,0,4/6/2004,Fodor's,16+
1918,5.13,4.03,385497520,9780385497527,eng,263,8285,543,11/2/1999,Anchor,16+
1919,4.67,4.17,99481243,9780099481249,eng,245,30776,1515,10/28/2004,Vintage,16+
1920,4.88,5.05,385494327,9780385494328,eng,149,7938,490,12/29/1998,Anchor,16+
1921,4.03,5.26,679749845,9780679749844,eng,128,11116,836,11/1/1994,Anchor,16+
1922,5.12,5.18,373836937,9780373836932,eng,279,7,1,2/7/2006,Harlequin Anthologies,16+
1923,4.25,6.21,8497935888,9788497935883,spa,304,5,0,2/28/2005,Debolsillo,16+
1924,5.05,6.42,307275639,9780307275639,en-US,192,5541,498,6/29/2007,Anchor Books,16+
1925,4.52,5.32,785930736,9780785930730,fre,209,3,1,1/1/2001,French & European Pubns,16+
1926,3.73,5.91,097441218X,9780974412184,eng,252,89,2,3/9/2004,Limitless Corporation,16+
1927,5.2,4.07,1890208280,9781890208288,eng,228,22,2,2/1/2000,Poisoned Pen Press,16+
1928,6.18,4.57,472080520,9780472080526,eng,272,22,2,4/4/1984,University of Michigan Press,16+
1929,6.76,5.85,761316434,9780761316435,eng,32,4,0,8/1/2002,Roaring Brook Press,16+
1930,5.88,5.96,60898712,9780060898717,en-US,9,61,11,5/23/2006,Caedmon,16+
1931,7.21,5.93,1580087949,9781580087940,eng,382,4171,161,9/1/2006,Ten Speed Press,16+
1932,4.75,5.65,1401911838,9781401911836,en-US,240,21,1,10/15/2006,Hay House,16+
1933,5.03,6.47,552995878,9780552995870,eng,222,283199,4997,9/16/1993,Black Swan,16+
1934,7.41,6.35,739334190,9780739334195,eng,0,121,33,5/2/2006,Random House Audio,16+
1935,5.36,5.77,785731237,9780785731238,spa,248,11,2,6/1/1994,Turtleback Books,16+
1936,4.24,5.78,679736883,9780679736882,eng,447,4246,195,3/2/1993,Vintage,16+
1937,5.79,5.2,141439580,9780141439587,eng,474,549271,11117,5/6/2003,Penguin Books,16+
1938,4.16,5.92,425212599,9780425212592,en-US,294,1335,59,11/7/2006,Berkley Sensation,16+
1939,6.54,5.23,805242163,9780805242164,eng,368,30,7,9/5/2006,Schocken,16+
1940,4.9,5.07,425205037,9780425205037,en-US,312,1221,66,11/1/2005,Berkley Books,16+
1941,6.37,5.29,143036696,9780143036692,eng,368,68363,5816,3/7/2006,Penguin Books,16+
1942,4.3,5.35,61144908,9780061144905,en-US,253,572,70,12/26/1996,HarperOne,16+
1943,5.94,5.73,61144894,9780061144899,eng,240,2366,231,10/11/2016,HarperOne,16+
1944,7.46,5.91,1594710643,9781594710643,en-US,125,782,76,4/1/2006,Ave Maria Press,16+
1945,4.54,6.45,393062686,9780393062687,eng,320,1033,171,12/17/2006,W. W. Norton  Company,16+
1946,4.94,6.06,743482719,9780743482714,en-US,247,458,66,9/13/2005,Atria Books,16+
1947,5.2,3.22,552152188,9780552152181,eng,368,153,14,7/1/2002,Corgi,16+
1948,5.08,4.63,312148232,9780312148232,eng,352,169,29,9/15/1996,St. Martin's Griffin,16+
1949,5.82,5.48,7177844,9780007177844,eng,512,25,2,5/1/2006,Fourth Estate,16+
1950,5.31,5.63,1411400429,9781411400429,eng,352,9,2,7/3/2003,SparkNotes,16+
1951,5.17,6.18,764587250,9780764587252,eng,192,38,3,4/29/2001,Cliffs Notes,16+
1952,6.4,4.36,451526961,9780451526960,eng,162,2167,101,5/1/1998,Signet Book,16+
1953,5.3,5.2,1932219242,9781932219241,eng,3,62,6,5/3/2005,AudioGO,16+
1954,5.56,5.02,198321503,9780198321507,eng,102,126,7,7/28/2005,Oxford University Press  USA,16+
1955,4.18,4.41,198320213,9780198320210,eng,99,14,3,8/15/2002,Oxford University Press  USA,16+
1956,4.08,4.93,439405629,9780439405621,eng,224,9175,157,11/1/2004,Scholastic Paperbacks,16+
1957,4.41,4.53,439405602,9780439405607,eng,203,9256,196,5/1/2004,Scholastic  Inc.,16+
1958,5.32,4.69,140007570X,9781400075706,eng,256,1070,73,3/14/2006,Anchor,16+
1959,4.99,4.37,1400031362,9781400031368,eng,227,33028,1493,11/12/2002,Random House Anchor,16+
1960,3.78,4.73,1419311743,9781419311741,eng,10,133,23,3/2/2005,Recorded Books  Inc.,16+
1961,5.18,4.6,375422188,9780375422188,eng,198,480,28,4/20/2004,Pantheon Books,16+
1962,4.47,5.37,394735307,9780394735306,en-US,1090,317,55,7/12/1978,Alfred A. Knopf,16+
1963,4.58,6.42,1595820639,9781595820631,eng,81,475,37,8/8/2006,Dark Horse Books,16+
1964,3.65,5.31,4770027729,9784770027726,eng,238,46,5,10/26/2001,Kodansha America,16+
1965,3.48,5.08,375422722,9780375422720,eng,227,386,37,4/18/2006,Pantheon,16+
1966,3.78,4.58,375422714,9780375422713,eng,233,22026,912,4/19/2005,Pantheon,16+
1967,5.42,4.53,3485009024,9783485009027,ger,238,11,3,2/1/2002,Nymphenburger,16+
1968,6.17,5.12,3485009601,9783485009607,ger,240,2,2,2/1/2003,Nymphenburger,16+
1969,4.83,4.79,375422730,9780375422737,eng,213,20290,974,4/17/2007,Pantheon Books,16+
1970,6.24,6.4,1400034779,9781400034772,eng,235,208669,9489,2/6/2003,Anchor Books,16+
1971,5.92,4.89,375758232,9780375758232,eng,368,12356,941,9/11/2001,Random House Trade Paperbacks,16+
1972,6.11,6.59,1557130663,9781557130662,eng,397,8,1,12/1/1995,Sun and Moon Press,16+
1973,5.62,5.38,345441303,9780345441300,eng,222,1113,60,10/10/2000,Ballantine Books,16+
1974,5.32,5.25,517146541,9780517146545,eng,718,304,8,5/21/1995,Wings,16+
1975,4.82,4.1,839731949,9780839731948,eng,240,11,4,9/1/2002,Paul S. Eriksson,16+
1976,4.74,5.61,345323882,9780345323880,eng,216,49,5,7/12/1987,Del Rey,16+
1977,5.62,6.49,590997300,9780590997300,eng,170,3856,119,9/1/1997,Scholastic  Inc.,16+
1978,4.55,5.54,316491977,9780316491976,eng,293,5480,438,6/1/2000,Back Bay Books,16+
1979,5.99,5.42,252062299,9780252062292,eng,282,273,21,7/1/1991,University of Illinois Press,16+
1980,5.43,4.34,1842122916,9781842122914,eng,558,1552,33,12/31/2001,Phoenix Press (UK),16+
1981,3.96,4.46,618056815,9780618056811,eng,326,5290,321,5/25/2000,Mariner Books,16+
1982,4.48,5.71,2070766039,9782070766031,eng,1344,9,1,9/4/2002,Gallimard,16+
1983,6.19,4.44,618056831,9780618056835,en-US,464,2090,123,5/25/2000,Mariner Books,16+
1984,4.9,5.05,618056823,9780618056828,en-US,400,2185,137,5/25/2000,Mariner Books,16+
1985,4.76,4.48,786838949,9780786838943,en-US,410,805,108,10/15/2006,Miramax Books,16+
1986,6.93,4.84,192835092,9780192835093,eng,1054,235,26,8/20/1998,Oxford University Press,16+
1987,6.2,4.72,872201937,9780872201934,eng,128,210,14,10/1/1993,Hackett Publishing Company  Inc.,16+
1988,4.69,3.95,140449264,9780140449266,eng,1276,647271,14249,5/27/2003,Penguin Classics,16+
1989,4.72,5.03,743487559,9780743487559,eng,620,193,26,5/1/2004,Simon  Schuster,16+
1990,5.18,5.42,037576030X,9780375760303,eng,1462,9921,586,6/11/2002,Modern Library,16+
1991,4.59,3.98,553212168,9780553212167,eng,1072,1022,154,4/1/1984,Bantam Classics,16+
1992,5.03,4.56,451530063,9780451530066,en-US,560,2041,183,3/7/2006,Signet,16+
1993,4.48,5.08,465014879,9780465014873,eng,590,112,4,9/9/1994,Basic Books,16+
1994,5.41,4.68,805060162,9780805060164,eng,240,69,11,10/15/1998,Picador,16+
1995,4.32,6.31,764586556,9780764586552,eng,128,30,0,11/7/2000,Cliffs Notes,16+
1996,4.24,5.22,915144999,9780915144990,eng,129,1,0,11/1/1986,Hackett Publishing Company  Inc.,16+
1997,4.52,4.97,143058142,9780143058144,eng,671,483122,10265,12/31/2002,Penguin,16+
1998,3.08,5.36,393096335,9780393096330,eng,690,34,5,4/1/1964,Norton and Co.,16+
1999,4.47,4.71,761929940,9780761929949,eng,272,37,2,10/16/2003,Sage Publications  Inc,6-8
2000,6.2,4.27,385264585,9780385264587,eng,412,363,41,9/20/1989,Anchor Books,6-8
2001,8.75,9.47,140448926,9780140448924,eng,246,10208,598,4/24/2003,Penguin Classics,6-8
2002,8.64,8.13,192836382,9780192836380,eng,256,15211,411,3/30/2000,Oxford University Press,6-8
2003,9.12,7.95,140449779,9780140449778,eng,546,292,23,4/27/2006,Penguin Classics,6-8
2004,9.49,8.73,812969634,9780812969634,eng,448,1172,70,9/14/2004,Modern Library,6-8
2005,6.91,8.77,60586370,9780060586379,en-US,848,11330,1011,8/31/2004,Harper Perennial,6-8
2006,6.44,5.65,312997116,9780312997113,eng,800,16264,621,5/16/2004,St. Martin's Paperbacks,6-8
2007,6.97,8.15,767902807,9780767902809,en-US,291,1036,171,8/10/1998,Broadway Books,6-8
2008,8.78,9.55,785263705,9780785263708,eng,243,96614,3718,7/15/2003,Thomas Nelson,6-8
2009,8.12,9.84,143036408,9780143036401,eng,302,1284,169,10/4/2005,Penguin Books,6-8
2010,6.43,7.49,232521026,9780232521023,eng,100,8024,317,11/1/1994,Darton  Longman & Todd,6-8
2011,8.03,8.21,1594710872,9781594710872,eng,219,122,11,4/1/2006,Ave Maria Press,6-8
2012,9.35,7.98,727891626,9780727891624,en-GB,252,102,10,2/1/2007,Severn House Publishers,6-8
2013,7.84,8.42,60786507,9780060786502,eng,546,613758,19846,7/5/2005,Harper Perennial Modern Classics,6-8
2014,6.96,9.87,057120175X,9780571201754,eng,616,1390,187,1/10/2000,Faber and Faber,6-8
2015,7.55,8.71,60539097,9780060539092,eng,592,10537,806,8/17/2004,It Books,6-8
2016,8.84,8.57,312319738,9780312319731,eng,448,1171,135,10/8/2003,St. Martin's Griffin,6-8
2017,7.65,8.11,345478258,9780345478252,eng,251,4698,202,12/26/2006,Del Rey,6-8
2018,7.2,7.97,1590525930,9781590525937,eng,603,4180,104,5/1/2006,Multnomah Books,6-8
2019,8.31,6.36,1585361615,9781585361618,eng,40,20,5,9/30/2005,Sleeping Bear Press,6-8
2020,7.71,8.5,1569714886,9781569714881,eng,225,298,8,5/2/2000,Dark Horse Manga,6-8
2021,9.22,7.37,087893720X,9780878937202,eng,585,37,1,6/21/2007,Sinauer Associates,6-8
2022,9.39,7.21,1559636629,9781559636629,eng,496,16,2,5/9/2005,Island Press,6-8
2023,9.11,8.12,1405122498,9781405122498,en-GB,307,3,0,1/1/2006,Wiley-Blackwell,6-8
2024,7.26,8.16,964991500,9780964991507,eng,191,38,2,1/1/1996,Rufus Publications,6-8
2025,7.24,7.35,006251637X,9780062516374,eng,221,66,7,1/9/2001,HarperOne,6-8
2026,8.58,8.62,743222636,9780743222631,en-US,480,72,4,6/8/2004,Atria Books,6-8
2027,7.99,8.02,785812148,9780785812142,eng,390,36,0,4/1/2000,Booksales,6-8
2028,7.5,7.16,618512659,9780618512652,eng,111,7043,767,11/15/2004,Mariner Books,6-8
2029,8.66,7.32,618391118,9780618391110,eng,386,166136,4750,11/15/2004,Houghton Mifflin Company,6-8
2030,7.62,8.29,618057021,9780618057023,eng,288,9057,312,6/6/2000,Mariner Books,6-8
2031,9.57,6.77,345345061,9780345345066,eng,251,4200,145,11/12/1986,Del Rey,6-8
2032,7.34,8.16,1887726098,9781887726092,eng,323,39,2,5/9/2005,Mythopoeic Press,6-8
2033,8.78,7.61,026110263X,9780261102637,eng,240,3441,78,5/2/2006,HarperCollins,6-8
2034,7.77,7.45,061839110X,9780618391103,eng,80,7649,31,10/2/2003,Houghton Mifflin Harcourt,6-8
2035,6.32,8.7,664226108,9780664226107,eng,169,577,67,10/31/2003,Westminster John Knox Press,6-8
2036,8.68,8.1,261102206,9780261102200,eng,465,102,5,2/4/2002,HarperCollins,6-8
2037,8.6,8.19,618574816,9780618574810,en-US,398,6230,109,6/1/2005,Mariner Books,6-8
2038,8.1,8.27,1587680262,9781587680267,eng,244,1354,53,10/8/2003,Paulist Press,6-8
2039,7.91,7.98,345375211,9780345375216,eng,367,10727,203,6/1/1992,Del Rey/Ballantine Books,6-8
2040,10.36,7.1,7105045,9780007105045,eng,150,2357,97,2/5/2001,HarperCollins Publishers Ltd,6-8
2041,7.25,8.29,618260226,9780618260225,eng,192,8051,34,11/6/2002,Mariner Books,6-8
2042,7.25,9.22,345215508,9780345215505,eng,211,13,0,8/12/1972,Ballantine Books (NY),6-8
2043,7.65,6.44,1402516274,9781402516276,eng,56,151,16,2/22/2002,Recorded Books  Inc.,6-8
2044,8.32,9.33,679643419,9780679643418,eng,388,983,79,9/27/2005,Modern Library,6-8
2045,7.01,7.18,140364544,9780140364545,eng,238,155,10,10/28/1993,Puffin Books,6-8
2046,8.24,8.58,156031442,9780156031448,eng,358,7633,975,1/2/2006,Harcourt,6-8
2047,7,7.36,1930051158,9781930051157,eng,128,15,4,6/1/2000,Lantern Books,6-8
2048,7.9,8.3,471468851,9780471468851,eng,452,660,92,11/1/2003,Wiley (TP),6-8
2049,7.86,8.72,671624970,9780671624972,en-US,304,134,12,12/31/1987,Simon & Schuster,6-8
2050,6.86,9.19,785113797,9780785113799,eng,144,24754,859,12/6/2006,Marvel,6-8
2051,7.46,7.47,373194862,9780373194865,eng,192,3,0,11/24/2000,Silhouette Romance,6-8
2052,7.86,7.74,263181499,9780263181494,eng,285,0,0,6/1/2004,Mills & Boon,6-8
2053,9.18,8.34,300062907,9780300062908,eng,636,26,2,2/22/1995,Yale University Press,6-8
2054,7.69,7.31,879757450,9780879757458,eng,248,100,3,5/1/1992,Prometheus Books,6-8
2055,7.36,6.8,520240588,9780520240582,en-US,907,3,0,10/1/2003,University of California Press,6-8
2056,8.82,8.3,805077812,9780805077810,en-US,258,61,10,6/27/2006,Metropolitan Books,6-8
2057,7.18,7.59,312426216,9780312426217,eng,359,23318,1704,6/27/2006,Picador USA,6-8
2058,8.91,8.74,802140181,9780802140180,eng,289,65998,2497,1/26/2004,Grove Press,6-8
2059,8.02,6.79,7204442,9780007204441,eng,289,509,65,5/3/2005,HarperCollins Publishers,6-8
2060,7.58,7.98,965079929,9780965079921,eng,943,299,14,12/1/1990,Quality Paperback Book Club,6-8
2061,8.32,6.96,074324754X,9780743247542,eng,288,808656,46176,1/17/2006,Scribner,6-8
2062,7.32,7.17,1416916326,9781416916321,eng,250,389,37,6/1/2006,Gallery Books,6-8
2063,8.69,9.01,743456815,9780743456814,en-US,160,86,6,10/15/2002,Pocket Books,6-8
2064,8.32,7.15,375502262,9780375502262,en-US,563,39,12,9/30/2006,Random House (NY),6-8
2065,7.75,8.8,375704531,9780375704536,eng,246,4630,272,12/7/1999,Vintage,6-8
2066,6.83,7.78,99458268,9780099458265,eng,793,3541,274,7/6/2006,Vintage,6-8
2067,7.11,9.01,375705244,9780375705243,eng,290,37996,1631,2/5/2002,BALLANTINE BOOKS,6-8
2068,8.81,7.27,446611085,9780446611084,eng,289,131662,4267,8/1/2003,Vision,6-8
2069,7.37,7.87,349107866,9780349107868,en-GB,634,87,7,3/3/1997,Abacus,6-8
2070,7.15,8.15,344275500X,9783442755004,ger,728,6,1,7/1/1999,Wilhelm Goldmann Verlag  GmbH,6-8
2071,8.43,8.26,553587242,9780553587241,eng,448,8113,234,8/3/2004,Bantam,6-8
2072,7.78,7,446612545,9780446612548,eng,356,74386,1674,5/1/2003,Grand Central Publishing,6-8
2073,7.85,8.4,778322947,9780778322948,eng,491,10716,1029,4/25/2006,Mira Books,6-8
2074,8.22,8.11,316969680,9780316969680,eng,358,717,57,6/10/2002,Little  Brown and Company,6-8
2075,7.64,9.34,141651631X,9781416516316,eng,367,15270,485,7/1/2005,Pocket Books,6-8
2076,8.2,8.34,1560066237,9781560066231,eng,112,5,1,9/1/1999,Lucent Books,6-8
2077,5.65,8.52,039306123X,9780393061239,eng,304,24677,1924,9/17/2006,W. W. Norton  Company,6-8
2078,6.69,8.79,393315703,9780393315707,eng,468,1093,77,9/17/1996,W. W. Norton  Company,6-8
2079,7.97,7.69,812969006,9780812969009,en-US,228,9648,587,6/8/2004,Villard Books,6-8
2080,8.82,8.12,037576092X,9780375760921,en-US,257,8009,455,7/8/2003,Villard,6-8
2081,8,8.57,375760911,9780375760914,en-GB,225,16133,1099,7/2/2002,Villard,6-8
2082,9.4,8.12,812969014,9780812969016,eng,223,10040,439,4/19/2005,Villard,6-8
2083,8.05,8.03,1400065011,9781400065011,eng,320,36,8,5/29/2007,Villard,6-8
2084,6.66,8.36,3404149475,9783404149476,ger,254,2,1,8/1/2003,Lübbe,6-8
2085,9.5,8.39,425099997,9780425099995,eng,176,1332,64,10/15/1986,Berkley,6-8
2086,7.2,9.16,1594972079,9781594972072,spa,380,12,1,7/25/2006,Public Square Books,6-8
2087,7.77,7.64,1897299028,9781897299029,eng,64,772,21,11/28/2006,Drawn and Quarterly,6-8
2088,7.41,7.51,375422951,9780375422959,en-US,108,2786,77,9/20/2005,Pantheon Books,6-8
2089,7.36,9.13,1896597661,9781896597669,eng,208,504,23,11/26/2013,Drawn and Quarterly,6-8
2090,8.85,9,022407265X,9780224072656,en-US,69,1411,32,11/20/2003,Jonathan Cape,6-8
2091,6.84,8.05,143039423,9780143039426,eng,155,1929,193,10/25/2005,Penguin Group,6-8
2092,8.04,7.54,1842430246,9781842430248,eng,366,44664,1483,10/11/2001,No Exit Press,6-8
2093,9.44,8.96,571169201,9780571169207,eng,199,97,2,2/21/1994,Faber  Faber,6-8
2094,6.68,8.61,767901576,9780767901574,en-US,432,12034,285,6/15/1998,Harmony,6-8
2095,8.63,8.17,1400064708,9781400064700,eng,232,3187,267,5/2/2006,Random House (NY),6-8
2096,7.85,7.74,1573241172,645241001173,eng,438,5495,295,5/31/2000,Conari Press,6-8
2097,8.42,7.87,609804243,9780609804247,eng,397,317,32,4/20/1999,Three Rivers Press,6-8
2098,8.68,7.59,849911885,9780849911880,eng,306,2068,63,11/19/2006,Thomas Nelson,6-8
2099,8.49,7.76,1557832455,9781557832450,eng,126,3378,137,4/1/2000,Applause Books,6-8
2100,9.33,7.52,1573226327,9781573226325,en-US,384,64,8,9/1/1997,Riverhead Books,6-8
2101,5.97,8.87,142437344,9780142437346,eng,329,108179,3536,3/25/2003,Penguin Classics,6-8
2102,8.14,8.68,393926796,9780393926798,eng,490,359,35,5/1/2007,W. W. Norton & Company,6-8
2103,7.65,7.39,9626343664,9789626343661,eng,368,27,8,8/1/2005,Naxos Audiobooks,6-8
2104,9.88,7.95,451530152,9780451530158,eng,256,419,46,6/6/2006,Signet Classics,6-8
2105,9.21,7.92,440419174,9780440419174,eng,144,220,38,1/14/2003,Yearling,6-8
2106,7.1,9.15,1570421129,9781570421129,eng,0,75,2,4/1/2006,Warner Adult,6-8
2107,6.96,7.85,006112009X,9780061120091,eng,448,1608,212,5/30/2006,Harper Perennial Modern Classics,6-8
2108,8.19,7.19,1857152239,9781857152234,eng,416,376,53,9/21/1995,Everyman,6-8
2109,8.38,8.29,081297106X,9780812971064,eng,356,106493,6561,12/30/2003,Random House Trade Paperbacks,6-8
2110,7.4,8.41,679727299,9780679727293,eng,457,2965,358,4/23/1991,Vintage Books,6-8
2111,8.03,7.89,739322060,9780739322062,eng,12,787,239,4/26/2005,Random House Audio,6-8
2112,7.55,8.47,439269687,9780439269681,eng,40,34,5,10/1/2005,Scholastic Press,6-8
2113,8.47,7.82,7178484,9780007178483,eng,343,325,56,1/2/2004,Fourth Estate,6-8
2114,8.25,8.48,60786809,9780060786809,eng,368,205,27,1/10/2006,Amistad,6-8
2115,8.74,8.39,452284244,9780452284241,eng,122,2111750,29677,5/6/2003,NAL,6-8
2116,7.33,7.9,394862546,9780394862545,eng,28,35,4,2/12/1984,Random House Books for Young Readers,6-8
2117,9.16,6.71,140283331,9780140283334,eng,182,2036679,26199,10/1/1999,Penguin Books,6-8
2118,6.59,7.42,141184280,9780141184289,eng,752,91,10,10/3/2000,Penguin Classic,6-8
2119,7.39,9.85,1593082681,9781593082680,eng,256,264,35,3/28/2005,Barnes  Noble Classics,6-8
2119,7.39,9.85,1593082681,9781593082680,eng,256,264,35,3/28/2005,Barnes  Noble Classics,6-8
2120,7.62,7.92,8445074873,9788445074879,eng,186,5733,606,4/1/2004,Del Rey,6-8
2121,7,8.13,60872985,9780060872984,eng,431,59354,2540,11/28/2006,Harper,6-8
2122,8.92,7.29,517084791,9780517084793,eng,688,1004,31,3/1/1993,Wings,6-8
2123,8.94,8.04,451210638,9780451210630,eng,416,17135,654,8/5/2003,Signet,6-8
2124,8.51,8.41,517101351,9780517101353,eng,720,960,27,3/6/1994,Wings Books,6-8
2125,7.46,10.44,60509058,9780060509057,eng,400,7084,514,11/5/2002,Harpperen,6-8
2126,8.8,8.19,606298231,9780606298230,eng,399,42645,717,8/30/2004,Turtleback Books,6-8
2127,6.89,9.12,60541814,9780060541811,eng,327,202043,2850,10/28/2003,Avon Books,6-8
2128,9.3,9.26,60541830,9780060541835,eng,442,144636,1546,10/28/2003,Avon Books,6-8
2129,7.19,8.82,60891564,9780060891565,eng,304,28367,1096,8/29/2006,Avon,6-8
2130,7.67,9.14,739340336,9780739340332,en-GB,0,267,7,8/29/2006,Random House Audio,6-8
2131,6.58,8.78,030734813X,9780307348135,spa,480,451443,3647,4/4/2006,Plaza y Janes,6-8
2132,8.67,8.81,60092572,9780060092573,eng,266,21457,576,11/5/2002,Avon,6-8
2133,6.83,7.55,345354648,9780345354648,eng,204,4828,97,1/13/1989,Ballantine Books,6-8
2134,7.7,7.82,345409701,9780345409706,eng,182,18,1,4/7/1999,Ballantine Books,6-8
2135,7.6,9.47,192839195,9780192839190,eng,384,366,21,7/15/1999,Oxford University Press,6-8
2136,8.87,7.39,131538411,9780131538412,en-US,736,231,16,3/1/2005,Prentice Hall,6-8
2137,8.65,7.59,60915439,9780060915438,eng,76,3722,339,12/30/1998,Harper Perennial,6-8
2138,7.94,8.1,743284798,9780743284790,eng,432,546,53,10/3/2005,Free Press,6-8
2139,8.26,8.19,393977536,9780393977530,eng,551,125,6,5/16/2002,W.W. Norton & Company,6-8
2140,7.79,6.91,451530098,9780451530097,eng,240,14962,61,3/7/2006,Signet,6-8
2141,7.22,8.92,394604806,9780394604800,eng,479,11,5,11/12/1979,Modern Library/Random House (NY),6-8
2142,7.15,8.06,486282228,9780486282220,eng,82,76944,1636,10/20/1994,Dover Publications,6-8
2143,7.17,9.09,140437940,9780140437942,eng,336,265,10,3/27/2003,Penguin Classics,6-8
2144,8.21,8.21,1400047951,9781400047956,eng,78,181,26,8/5/2003,Crown,6-8
2145,9.94,7.38,1400052998,9781400052998,eng,80,3192,307,7/20/2004,Broadway Books,6-8
2146,8.58,7.45,393967972,9780393967975,eng,232,663,48,2/17/1996,W. W. Norton & Company,6-8
2147,7.95,8,1593080298,9781593080297,eng,224,38114,793,7/1/2003,Barnes  Noble Classics,6-8
2148,8.09,8.52,486290301,9780486290300,eng,88,2474,126,4/12/1996,Dover Publications,8-10
2149,9.05,8.02,231118953,9780231118958,en-US,118,433,20,5/23/2002,Columbia University Press,8-10
2150,8.09,8.6,141439491,9780141439495,eng,306,194738,3485,1/30/2003,Penguin,8-10
2151,9.53,7.54,192805347,9780192805348,eng,422,258,21,3/10/2005,Oxford University Press,8-10
2152,7.24,8.99,1400102723,9781400102723,eng,0,4,1,10/1/2006,Tantor Media,8-10
2153,8.84,6.85,794503292,9780794503291,eng,64,13,3,1/29/2008,Usborne Books,8-10
2154,6.3,7.55,1402726627,9781402726620,eng,160,933,26,3/28/2006,Sterling,8-10
2155,7.45,7.21,1844560341,9781844560349,eng,3,8,0,1/1/2001,Hodder Audio,8-10
2156,8.44,8.12,60838744,9780060838744,eng,704,40049,2391,8/2/2005,William Morrow Paperbacks,8-10
2157,7.43,8.07,7204493,9780007204496,eng,230,3472,251,4/4/2005,Harper Perennial,8-10
2158,8.1,7,446698229,9780446698221,eng,481,17227,662,10/1/2006,Warner Books (NY),8-10
2159,9.36,8.74,446313939,9780446313933,eng,208,274,28,12/1/1982,Warner Books,8-10
2160,7.6,7.41,684873168,9780684873169,eng,784,3787,84,12/4/2001,Simon  Schuster,8-10
2161,8.42,8.08,822013541,9780822013549,eng,72,3,0,7/28/1980,Cliffs Notes,8-10
2162,7.61,7.92,143038095,9780143038092,eng,288,565524,7255,9/21/2006,Penguin Books,8-10
2163,8.66,6.95,679882812,9780679882817,eng,21,27139,731,11/26/1996,Random House,8-10
2164,8.66,8.1,394800915,9780394800912,eng,58,8967,351,7/24/2012,New York: Random House,8-10
